name	gender	age_group	swim	T1	bike	T2	run	total	year	competition
Ingi Poulsen	M	40	00:47:24	00:08:19	03:00:02	00:06:14	02:23:25	06:25:23	2022	Ironman 70.3 Elsinore 2022
Anna Margret Hraundal	F	45	00:37:33	00:10:55	03:06:56	00:08:35	02:27:20	06:31:18	2022	Ironman 70.3 Elsinore 2022
Bjorn Sigurdsson	M	30	00:46:05	00:11:57	03:47:33	00:08:27	02:32:22	07:26:24	2022	Ironman 70.3 Elsinore 2022
Margret J. Magnusdottir	F	50	00:37:00	00:08:32	03:26:14	00:10:59	03:12:56	07:35:40	2022	Ironman 70.3 Elsinore 2022
Gudbjorg Stefansdottir	F	40							2022	Ironman 70.3 Venice-Jesolo 2022
Baldvina Yr Hafsteinsdottir	F	45	01:19:35	00:16:09					2022	Ironman 70.3 Venice-Jesolo 2022
Elin Johannsdottir	F	50	01:14:32	00:21:11					2022	Ironman 70.3 Venice-Jesolo 2022
Eirikur Johannsson	M	40	00:33:59	00:03:55	02:25:51	00:02:39	01:53:18	04:59:42	2022	Ironman 70.3 Venice-Jesolo 2022
Halldor Benjamin Hreinsson	M	55	00:43:24	00:09:51	02:41:46	00:04:26	02:11:07	05:50:32	2022	Ironman 70.3 Venice-Jesolo 2022
Thorbergur Gudjonsson	M	40	00:47:14	00:05:36	02:57:45	00:02:29	02:05:37	05:58:41	2022	Ironman 70.3 Venice-Jesolo 2022
Sandra Stefansdottir	F	30	00:44:54	00:06:58	02:59:01	00:05:27	02:14:32	06:10:52	2022	Ironman 70.3 Venice-Jesolo 2022
Ingibjorg Gisladottir	F	50	00:47:31	00:08:20	03:07:08	00:05:16	02:20:00	06:28:15	2022	Ironman 70.3 Venice-Jesolo 2022
Gudmundur Jensson	M	50	00:54:08	00:09:51	03:14:13	00:05:36	02:40:48	07:04:36	2022	Ironman 70.3 Venice-Jesolo 2022
Bergdis Gunnarsdottir	F	45	00:47:24	00:09:01	03:23:25	00:06:38	03:03:15	07:29:44	2022	Ironman 70.3 Venice-Jesolo 2022
Runa Einarsdottir	F	45	01:03:40	00:12:03	03:42:05	00:09:16	02:40:32	07:47:36	2022	Ironman 70.3 Venice-Jesolo 2022
Helen Ólafsdottir	F	50	00:43:42	00:04:31					2022	Ironman 70.3 Westfriesland 2022
Asta Parker	F	50	00:39:56	00:03:31	02:42:37	00:02:14			2022	Ironman 70.3 Oman 2022
Halldor Karlsson	M	50							2022	Ironman 70.3 Tallinn 2022
Hjordis Olafsdottir	F	40							2022	Ironman 70.3 Gdynia 2022
Ado Carton	M	50							2022	Ironman 70.3 Ireland 2022
Asta Reynisdottir Parker	F	50	00:41:32						2022	Ironman 70.3 World Championship 2022
Gudmundur Bjornsson	M	45	00:40:03	00:05:28	02:55:13	00:03:44	01:39:55	05:24:24	2022	Ironman 70.3 Marbella 2022
Ari Danielsson	M	50	00:42:18	00:06:29	03:17:25	00:05:35	01:56:32	06:08:18	2022	Ironman 70.3 Marbella 2022
Haraldur Thordarson	M	40	00:39:20	00:06:27	03:20:24	00:05:42	02:22:54	06:34:48	2022	Ironman 70.3 Marbella 2022
Ingvar Bjarnason	M	25	00:31:20	00:07:45	02:58:10	00:05:08	01:55:57	05:38:21	2022	Ironman 70.3 Mallorca 2022
Stephen Patrick Bustos	M	55	00:41:26	00:06:41	03:09:15	00:04:09	01:42:50	05:44:20	2022	Ironman 70.3 Mallorca 2022
Ragnar Saevarsson	M	45	00:33:29	00:09:09	03:10:30	00:06:09	01:47:54	05:47:10	2022	Ironman 70.3 Mallorca 2022
Oskar Hrafnsson Bjarnasen	M	40	00:39:53	00:10:52	03:31:12	00:06:35	02:16:47	06:45:18	2022	Ironman 70.3 Mallorca 2022
Bjarni Thorvardarson	M	55	00:42:03	00:11:09	04:18:01	00:09:06	02:37:55	07:58:14	2022	Ironman 70.3 Mallorca 2022
Arni Pall Hansson	M	50	00:38:11	00:05:15	02:51:33	00:05:29	02:00:35	05:41:04	2022	Ironman 70.3 Erkner 2022
Gudjon Gislason	M	40	00:37:38	00:04:14	03:25:02	00:03:41	02:15:44	06:26:19	2022	Ironman 70.3 Sardegna 2022
Gudrunhalla Danielsdottir	F	35	00:48:31	00:06:56	04:10:28	00:13:32	03:04:50	08:24:17	2022	Ironman 70.3 Sardegna 2022
Bjarnfridur Sveinbjornsdottir	F	45	00:44:27	00:07:34	03:46:21	00:08:08	02:05:52	06:52:21	2022	Ironman 70.3 Luxembourg-Region Moselle 2022
Hafdis Helgadottir	F	45	00:45:47	00:07:12	04:11:31	00:08:25	01:54:45	07:07:40	2022	Ironman 70.3 Sandnes 2022
Maria Johanna Van Dijk	F	50	00:37:07	00:10:17	03:39:24	00:05:52	02:47:45	07:20:25	2022	Ironman 70.3 Portugal - Cascais 2022
Halldor Benjamin Hreinsson	M	55							2023	Ironman 70.3 Gulf Coast 2023
Jakob Magnusson	M	18							2023	Ironman 70.3 Taupo 2023
Bodvar Stefansson	M	40	00:47:10	00:07:03	03:07:10	00:05:21	02:17:33	06:24:17	2023	Ironman 70.3 Taupo 2023
Elvar Aron Fridriksson	M	18	00:39:53	00:07:13	03:09:50	00:09:29	02:18:11	06:24:36	2023	Ironman 70.3 Taupo 2023
Sigridur Erlendsdottir	F	40	00:48:11	00:06:34	03:29:20	00:05:54	02:24:29	06:54:29	2023	Ironman 70.3 Taupo 2023
Sandra Sigurdardottir	F	40	00:36:25	00:07:21	03:33:24	00:07:27	02:33:38	06:58:15	2023	Ironman 70.3 Taupo 2023
Magnus Stefansson	M	55	00:43:34	00:08:14	03:17:10	00:06:17	03:20:26	07:35:41	2023	Ironman 70.3 Taupo 2023
Unnur Palsdottir	F	50	00:58:14	00:08:54	03:42:22	00:07:21	02:58:30	07:55:20	2023	Ironman 70.3 Taupo 2023
Helga Birna Brynjolfsdottir	F	45	01:01:11	00:18:43	04:04:51	00:06:34	03:12:38		2023	Ironman 70.3 Jönköping 2023
Margret Águstsdottir	F	65	01:15:20						2023	Ironman 70.3 Jönköping 2023
Pall Eysteinn Gudmundsson	M	55	00:54:24	00:16:10	04:14:51	00:14:08			2023	Ironman 70.3 Jönköping 2023
Audur Kjartansdottir	F	45	00:45:36	00:10:46	03:10:24	00:06:03	02:27:00	06:39:50	2023	Ironman 70.3 Jönköping 2023
Anna Margret Hraundal	F	45	00:44:03	00:14:29	03:21:44	00:07:44	02:34:23	07:02:24	2023	Ironman 70.3 Jönköping 2023
Thorhallur Agustsson	M	45	00:43:26	00:17:50	03:24:03	00:15:28	03:12:08	07:52:56	2023	Ironman 70.3 Jönköping 2023
Ólafur Thorarensen	M	60	00:44:33	00:13:34	03:54:14	00:07:05	03:12:54	08:12:20	2023	Ironman 70.3 Jönköping 2023
Margret J. Magnusdottir	F	50	00:37:40	00:10:12	03:41:18	00:08:31	03:39:35	08:17:15	2023	Ironman 70.3 Jönköping 2023
Dagny Gudsteinsdottir	F	25							2023	Ironman 70.3 Poznan 2023
Kjartan Kristinsson	M	45							2023	Ironman 70.3 Gdynia 2023
Saedis Jonsdottir	F	25	00:33:25	00:03:42	02:35:59	00:02:24	01:44:27	04:59:57	2023	Ironman 70.3 Elsinore 2023
Petur Mar Omarsson	M	45	00:32:52	00:05:15	02:32:47	00:03:33	01:57:42	05:12:10	2023	Ironman 70.3 Elsinore 2023
Margret Palsdottir	F	45	00:41:29	00:11:32	02:42:57	00:03:54	01:59:42	05:39:36	2023	Ironman 70.3 Elsinore 2023
Daniel Magnusson	M	35	00:43:31	00:07:26	02:49:06	00:07:12	02:04:26	05:51:41	2023	Ironman 70.3 Elsinore 2023
Dilja Haraldsdottir	F	25	00:49:12	00:09:05	03:05:16	00:05:56	02:48:47	06:58:16	2023	Ironman 70.3 Elsinore 2023
Katrin Palsdottir	F	35	00:27:54	00:08:50	02:26:17	00:03:40	01:56:07	05:02:48	2023	Ironman 70.3 Knokke-Heist 2023
Sebastian Vignisson	M	18	00:36:53	00:05:28	02:41:39	00:02:57	01:54:12	05:21:10	2023	Ironman 70.3 Duisburg 2023
Birna Iris Jonsdottir	F	50	00:34:25	00:05:01	02:40:32	00:03:09	01:58:05	05:21:12	2023	Ironman 70.3 Warsaw 2023
Rannveig Guicharnaud	F	50	00:40:36	00:05:13	02:33:50	00:04:08	02:15:43	05:39:30	2023	Ironman 70.3 Warsaw 2023
Anna Kolbra Fridriksdottir	F	25	00:40:34	00:04:16	02:47:25	00:02:51	02:07:13	05:42:19	2023	Ironman 70.3 Warsaw 2023
Heida Osk Gudmundsdottir	F	25	00:43:41	00:05:48	02:53:31	00:04:59	02:36:54	06:24:53	2023	Ironman 70.3 Warsaw 2023
Katrin Palsdottir	F	35	00:32:42	00:04:44	02:53:35	00:04:08	01:52:34	05:27:43	2023	Ironman 70.3 Lanzarote 2023
Ignacio Martin-Loeches	M	45	00:32:00	00:06:08	02:57:56	00:05:06	02:03:55	05:45:05	2023	Ironman 70.3 Buenos Aires 2023
Ragnar Saevarsson	M	45	00:35:04	00:06:20	03:15:33	00:04:47	01:49:38	05:51:22	2023	Ironman 70.3 Mallorca 2023
Sesselia Birgisdottir	F	45	00:48:20	00:08:30	04:04:07	00:10:52	02:43:50	07:55:38	2023	Ironman 70.3 Mallorca 2023
Bjarnfridur Sveinbjornsdottir	F	45	00:40:47	00:08:08	03:21:37	00:05:43	02:02:05	06:18:19	2023	Ironman 70.3 Westfriesland 2023
Gregory Zarski	M	35	00:38:10	00:05:38	03:20:42	00:05:56	02:17:22	06:27:48	2023	Ironman 70.3 Switzerland 2023
Magnus Jonsson	M	65	00:48:10	00:05:53	03:22:39	00:04:17	02:50:19	07:11:17	2023	Ironman 70.3 Switzerland 2023
Lilja Magnusdottir	F	35	00:37:59	00:04:35	03:57:12	00:03:20	02:31:56	07:15:01	2023	Ironman 70.3 Switzerland 2023
Sergio Olivi	M	35	00:46:30	00:08:43	03:05:46	00:08:17	02:19:36	06:28:53	2023	Ironman 70.3 Italy Emilia-Romagna 2023
Anna Smaradottir	F	45	00:35:08	00:11:21	03:24:57	00:07:47	02:25:26	06:44:39	2023	Ironman 70.3 Italy Emilia-Romagna 2023
Simon Hreinsson	M	50	00:45:14	00:09:19	03:16:54	00:08:09	02:55:49	07:15:25	2023	Ironman 70.3 Italy Emilia-Romagna 2023
Hafdis Helgadottir	F	45	00:45:47	00:07:12	04:11:31	00:08:25	01:54:45	07:07:40	2023	Ironman 70.3 Sandnes 2023
Jon Erik Sigurdsson	F	18	00:37:43	00:06:38	03:54:08	00:08:37	02:34:46	07:21:52	2023	Ironman 70.3 Marbella 2023
Sigurdur Nikulasson	M	50	00:39:22	00:05:00	03:54:13	00:08:37	02:34:46	07:21:57	2023	Ironman 70.3 Marbella 2023
Jonas Bjarnason	M	30	00:47:40	00:12:35	04:10:49	00:05:54	02:48:22	08:05:18	2023	Ironman 70.3 Victoria 2023
Bogi Jonsson	M	65	00:44:46	00:15:29	04:15:40	00:10:34	02:51:37	08:18:06	2023	Ironman 70.3 Hawaii 2023
Margret Gudmundsdottir	F	55	01:24:29						2024	Ironman 70.3 Elsinore 2024
Kari Hallgrimsson	M	45							2024	Ironman 70.3 Elsinore 2024
Jorunn Vidar Valgardsdottir	F	55							2024	Ironman 70.3 Elsinore 2024
Hjordis Olafsdottir	F	40							2024	Ironman 70.3 Elsinore 2024
Pall Ólafsson	M	45	00:33:41	00:05:37	02:20:04	00:03:12	01:30:23	04:32:56	2024	Ironman 70.3 Elsinore 2024
Kristin L. Steinadottir	F	40	00:31:42	00:04:03	02:42:09	00:02:56	01:39:56	05:00:46	2024	Ironman 70.3 Elsinore 2024
Ingi Gudmundsson	M	40	00:41:34	00:06:13	02:38:20	00:03:11	01:38:41	05:07:59	2024	Ironman 70.3 Elsinore 2024
Gudjon Traustason	M	45	00:37:21	00:08:47	02:31:30	00:05:16	01:51:00	05:13:54	2024	Ironman 70.3 Elsinore 2024
Brynja Sigurpalsdottir	F	30	00:34:07	00:04:32	02:40:15	00:03:17	01:52:58	05:15:10	2024	Ironman 70.3 Elsinore 2024
Sverrir Rikardsson	M	35	00:39:06	00:06:58	02:31:24	00:04:51	01:54:12	05:16:31	2024	Ironman 70.3 Elsinore 2024
Trausti Valdimarsson	M	65	00:37:17	00:05:21	02:42:51	00:03:45	02:09:33	05:38:47	2024	Ironman 70.3 Elsinore 2024
Gerdur Run Gudlaugsdottir	F	50	00:34:25	00:08:45	03:00:35	00:08:15	01:46:59	05:39:00	2024	Ironman 70.3 Elsinore 2024
Daniel Magnusson	M	35	00:45:37	00:07:59	02:46:49	00:05:10	01:55:35	05:41:10	2024	Ironman 70.3 Elsinore 2024
Juliana Halfdanardottir	F	35	00:35:41	00:06:35	02:57:00	00:05:49	02:05:03	05:50:08	2024	Ironman 70.3 Elsinore 2024
Árni Haukur Arnason	M	50	00:46:15	00:09:25	02:51:33	00:05:31	02:07:28	06:00:12	2024	Ironman 70.3 Elsinore 2024
Berglind Beck	F	40	00:34:52	00:05:22	03:00:45	00:06:15	02:13:10	06:00:24	2024	Ironman 70.3 Elsinore 2024
Ingi Karl Reynisson	M	40	00:43:15	00:08:30	03:03:49	00:07:11	02:08:57	06:11:43	2024	Ironman 70.3 Elsinore 2024
Ester Fridriksdottir	F	35	00:43:19	00:09:04	02:56:01	00:06:31	02:23:02	06:17:58	2024	Ironman 70.3 Elsinore 2024
Freyja Baldursdottir	F	35	00:43:12	00:09:25	03:08:35	00:07:24	02:16:43	06:25:20	2024	Ironman 70.3 Elsinore 2024
Hjalti Mar Hjaltason	M	25	00:54:45	00:10:00	02:58:43	00:07:54	02:22:32	06:33:54	2024	Ironman 70.3 Elsinore 2024
Sirry Hallgrimsdottir	F	50	00:45:59	00:08:52	03:38:12	00:07:03	02:44:59	07:25:05	2024	Ironman 70.3 Elsinore 2024
Jon Runar Jonsson	M	35	00:42:07	00:13:58	03:49:52	00:10:35	02:54:33	07:51:06	2024	Ironman 70.3 Elsinore 2024
Hulda Gudmundsdottir	F	50	00:55:39	00:10:38	03:57:46	00:08:02	02:52:25	08:04:30	2024	Ironman 70.3 Elsinore 2024
Axel Michelsen	M	30							2024	Ironman 70.3 Porec 2024
Katrin Palsdottir	F	40							2024	Ironman 70.3 Turkey 2024
Gudbjorg Magnusdottir	F	40							2024	Ironman 70.3 Erkner 2024
Hlodver Tomasson	M	45							2024	Ironman 70.3 Erkner 2024
Katrin Eydis Hjorleifsdottir	F	55							2024	Ironman 70.3 Erkner 2024
Geir Atli Zoega	M	55							2024	Ironman 70.3 Erkner 2024
Ingveldur Hafdis Karlsdottir	F	45							2024	Ironman 70.3 Erkner 2024
Geir Omarsson	M	45	00:27:02	00:02:38	02:18:24	00:02:16	01:28:48	04:19:08	2024	Ironman 70.3 Erkner 2024
Ingvar Þor Bjarnason	M	25	00:24:25	00:04:17	02:13:25	00:02:29	01:41:37	04:26:12	2024	Ironman 70.3 Erkner 2024
Libardo Lugo	M	30	00:29:17	00:04:42	02:24:10	00:03:09	01:33:12	04:34:30	2024	Ironman 70.3 Erkner 2024
Samuel Asgeir White	M	45	00:27:01	00:04:01	02:30:02	00:03:11	01:37:38	04:41:52	2024	Ironman 70.3 Erkner 2024
Sara Árnadottir	F	30	00:28:58	00:04:14	02:27:23	00:02:30	01:43:42	04:46:47	2024	Ironman 70.3 Erkner 2024
Stefan Olafsson	M	40	00:27:09	00:04:49	02:31:34	00:03:23	01:41:52	04:48:47	2024	Ironman 70.3 Erkner 2024
Frey Eduardo Alvarez Gonzalez	M	35	00:29:31	00:05:10	02:37:05	00:03:25	01:45:13	05:00:24	2024	Ironman 70.3 Erkner 2024
Gudjon Traustason	M	45	00:30:58	00:06:40	02:29:40	00:05:46	01:54:44	05:07:49	2024	Ironman 70.3 Erkner 2024
Ragnar Saevarsson	M	50	00:27:59	00:04:57	02:43:30	00:05:17	01:51:27	05:13:09	2024	Ironman 70.3 Erkner 2024
Sebastian Vignisson	M	25	00:29:31	00:04:03	02:43:31	00:02:45	01:53:39	05:13:30	2024	Ironman 70.3 Erkner 2024
Hallgrimur Jonsson	M	55	00:34:43	00:07:12	02:46:08	00:04:13	01:50:48	05:23:04	2024	Ironman 70.3 Erkner 2024
Gudmundur Bjornsson	M	45	00:33:16	00:07:42	02:43:43	00:03:39	01:59:04	05:27:23	2024	Ironman 70.3 Erkner 2024
Trausti Valdimarsson	M	65	00:29:31	00:04:10	02:44:30	00:02:43	02:09:47	05:30:41	2024	Ironman 70.3 Erkner 2024
Almar Gudmundsson	M	30	00:28:51	00:11:00	02:57:08	00:06:17	01:56:43	05:39:59	2024	Ironman 70.3 Erkner 2024
Sveinn Oskarsson	M	50	00:36:44	00:06:14	02:38:31	00:05:05	02:16:04	05:42:37	2024	Ironman 70.3 Erkner 2024
Martha Hermannsdottir	F	40	00:33:23	00:04:25	02:57:14	00:03:38	02:07:12	05:45:51	2024	Ironman 70.3 Erkner 2024
Halldor Benjamin Hreinsson	M	55	00:35:14	00:08:58	02:36:39	00:06:00	02:19:59	05:46:50	2024	Ironman 70.3 Erkner 2024
Felix Gylfason	M	50	00:34:32	00:08:27	02:54:49	00:05:14	02:07:11	05:50:13	2024	Ironman 70.3 Erkner 2024
Bjarni Thorvardarson	M	55	00:34:08	00:08:24	02:48:14	00:05:20	02:15:37	05:51:42	2024	Ironman 70.3 Erkner 2024
Hedinn Karl Magnusson	M	40	00:35:37	00:06:17	02:56:06	00:05:03	02:12:08	05:55:11	2024	Ironman 70.3 Erkner 2024
Anna Gerdur Ófeigsdottir	F	35	00:35:50	00:06:48	02:55:53	00:07:15	02:14:02	05:59:47	2024	Ironman 70.3 Erkner 2024
Freydis Heba Konradsdottir	F	40	00:35:43	00:04:45	02:47:53	00:06:55	02:24:52	06:00:09	2024	Ironman 70.3 Erkner 2024
Magnus Jonsson	M	65	00:48:01	00:06:49	02:48:55	00:05:19	02:11:35	06:00:38	2024	Ironman 70.3 Erkner 2024
Gregory Zarski	M	35	00:29:16	00:04:44	02:47:51	00:04:34	02:36:15	06:02:39	2024	Ironman 70.3 Erkner 2024
Lilja Magnusdottir	F	40	00:30:53	00:04:20	02:58:23	00:03:38	02:26:00	06:03:13	2024	Ironman 70.3 Erkner 2024
Bjarni Gudmundsson	M	50	00:44:30	00:07:30	03:07:11	00:06:34	02:09:17	06:15:02	2024	Ironman 70.3 Erkner 2024
Sesselia Birgisdottir	F	45	00:37:45	00:06:34	03:01:17	00:06:32	02:24:47	06:16:56	2024	Ironman 70.3 Erkner 2024
Arny Dagsdottir	F	18	00:37:08	00:07:45	03:20:48	00:05:51	02:07:12	06:18:44	2024	Ironman 70.3 Erkner 2024
Sigridur Bjarnadottir	F	40	00:38:33	00:05:46	03:12:50	00:05:37	02:33:31	06:36:16	2024	Ironman 70.3 Erkner 2024
Ragnhildur Thorlacius	F	50	00:40:28	00:07:25	03:38:19	00:06:15	02:46:20	07:18:48	2024	Ironman 70.3 Erkner 2024
Gretar Agust Ingimundarson	M	35							2024	Ironman 70.3 Warsaw 2024
Brynjolfur Flosason	M	45	00:33:47	00:03:15	02:29:21	00:02:25	02:10:05	05:18:53	2024	Ironman 70.3 Warsaw 2024
Helga Gunnarsdottir	F	40	00:39:06	00:03:23	02:35:40	00:02:58	02:01:46	05:22:53	2024	Ironman 70.3 Warsaw 2024
Arnthor Johannsson	M	35	00:43:40	00:10:24	02:48:12	00:05:18	02:06:59	05:54:33	2024	Ironman 70.3 Warsaw 2024
Sveinn Rafn Eidsson	M	40	00:41:28	00:10:40	02:41:30	00:06:51	02:20:25	06:00:54	2024	Ironman 70.3 Warsaw 2024
Kristjan Johannesson	M	35	00:29:28	00:08:02	02:45:58	00:07:52	02:35:55	06:07:15	2024	Ironman 70.3 Warsaw 2024
Agust Reynisson	M	45	00:48:28	00:12:24	03:12:07	00:09:19	02:09:27	06:31:45	2024	Ironman 70.3 Warsaw 2024
Hilmar Thor Hilmarsson	M	35	00:42:07	00:12:40	03:03:06	00:08:23	02:30:13	06:36:29	2024	Ironman 70.3 Warsaw 2024
Thorvardur Johannesson	M	45	00:47:58	00:16:59	03:25:28	00:16:07	02:43:21	07:29:53	2024	Ironman 70.3 Warsaw 2024
Bogi Jonsson	M	65							2024	Ironman 70.3 Hawaii 2024
Helen Ólafsdottir	F	50							2024	Ironman 70.3 Hradec Králové 2024
Simon Sigvaldason	M	60							2024	Ironman 70.3 Hradec Králové 2024
Finnur Bjornsson	M	25	00:10:24	00:05:57	02:36:31	00:01:45	01:26:24	04:21:02	2024	Ironman 70.3 Jönköping 2024
Gunnar Buason	M	45	00:14:19	00:06:40	02:39:44	00:02:32	01:47:08	04:50:23	2024	Ironman 70.3 Jönköping 2024
Sigrun Kristin Jonsdottir	F	50	00:20:42	00:11:49	03:19:59	00:07:17	02:45:09	06:44:57	2024	Ironman 70.3 Jönköping 2024
Kristjana Palsdottir Margretardottir	F	40	00:13:13	00:15:41	03:50:56	00:09:55	02:51:41	07:21:27	2024	Ironman 70.3 Jönköping 2024
Hjordis Olafsdottir	F	40	00:34:22	00:04:23	02:33:34	00:03:26	01:39:43	04:55:27	2024	Ironman 70.3 Venice-Jesolo 2024
Saedis Jonsdottir	F	25	00:34:03	00:03:57	02:35:07	00:02:07	01:42:26	04:57:40	2024	Ironman 70.3 Venice-Jesolo 2024
Bergur Kristjansson	M	25	00:36:50	00:06:40	02:48:02	00:06:22	01:41:03	05:18:57	2024	Ironman 70.3 Venice-Jesolo 2024
Dagur Hilmarsson	M	25	00:42:34	00:11:03	02:57:17	00:08:08	02:08:22	06:07:24	2024	Ironman 70.3 Venice-Jesolo 2024
Katrin Palsdottir	F	40	00:32:33	00:04:10	02:37:02	00:03:17	01:48:10	05:05:12	2024	Ironman 70.3 Valencia 2024
Stephen Bustos	M	55	00:47:16	00:05:10	02:49:57	00:04:52	01:38:50	05:26:06	2024	Ironman 70.3 Valencia 2024
Arnor Ásgeirsson	M	35	00:36:35	00:07:29	02:52:38	00:05:28	01:49:48	05:31:58	2024	Ironman 70.3 Valencia 2024
Matthias Leifsson	M	30	00:42:10	00:05:33	03:15:32	00:06:36	02:11:18	06:21:09	2024	Ironman 70.3 Valencia 2024
Samuel Asgeir White	M	45	00:41:16	00:03:18	02:35:16	00:03:27	01:50:46	05:14:04	2024	Ironman 70.3 Eagleman 2024
Brynjolfur Gylfason	M	45	00:50:57	00:05:16	02:54:13	00:06:55	02:20:42	06:18:04	2024	Ironman 70.3 Eagleman 2024
Arnthor Atlason	M	18	00:47:18	00:06:27	02:53:59	00:03:21	01:45:42	05:36:46	2024	Ironman 70.3 Florida 2024
Atli Knutsson	M	45	00:44:01	00:06:57	02:45:59	00:05:44	01:56:56	05:39:37	2024	Ironman 70.3 Portugal - Cascais 2024
Petur Mar Omarsson	M	45	00:40:45	00:07:01	02:49:18	00:03:58	02:05:16	05:46:18	2024	Ironman 70.3 Portugal - Cascais 2024
Kristofer Reynisson	M	25	00:51:04	00:07:17	03:23:25	00:04:30	01:50:50	06:17:06	2024	Ironman 70.3 Portugal - Cascais 2024
Zulema Sullca Porta	F	50	00:53:48	00:10:20	03:58:17	00:06:57	02:42:11	07:51:33	2024	Ironman 70.3 Portugal - Cascais 2024
Birgir Arnason	M	50	00:45:08	00:09:37	02:53:46	00:10:58	02:27:03	06:26:31	2024	Ironman 70.3 Belgrade 2024
Julius Arnason	M	25	00:41:17	00:10:16	03:37:31	00:05:38	01:55:21	06:30:03	2024	Ironman 70.3 Aix-en-Provence 2024
Bogi Jonsson	M	65	00:50:49	00:15:02	03:48:08	00:10:07	02:14:58	07:19:05	2024	Ironman 70.3 Oceanside 2024
Karl Jonsson	M	55	01:01:12	00:07:33	03:51:20	00:04:09	02:20:13	07:24:27	2024	Ironman 70.3 Waco 2024
Sigurgeir Vilhjalmsson	M	55	00:44:33	00:13:36	03:16:03	00:19:34	02:51:41	07:25:27	2024	Ironman 70.3 Italy Emilia-Romagna 2024
Rannveig Birta Sigurgeirsdottir	F	18	00:44:33	00:13:44	03:26:46	00:08:50	02:51:37	07:25:31	2024	Ironman 70.3 Italy Emilia-Romagna 2024
